"","id.yr.season","study","tag","id","DateTime","long","lat","NSD","ND","utm.e","utm.n","step_dist","home_dist","cumul_dist","time_diff","speed","Day","date","Year","Month","Hour","id.yr","season"
"36648","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-03-31T03:00:00Z",24.14645,19.96448,5116876,2262.051,829.3367,2210.64,3.28728868739359,1221.01322774465,5951.28550123358,4,0.821822171848397,31,2016-03-31 03:00:00,2016,3,3,"Aoos_2016","spring"
"36662","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-01T03:00:00Z",24.69055,20.25421,5014159,2239.232,885.6314,2243.916,1.07435390931526,1285.38007467544,6060.96297266915,4,0.268588477328816,1,2016-04-01 03:00:00,2016,4,3,"Aoos_2016","spring"
"36676","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-02T05:00:00Z",25.24733,21.61883,4414977,2101.185,939.8704,2396.652,0.773907665645165,1427.41693916946,6255.59006362098,6,0.128984610940861,2,2016-04-02 05:00:00,2016,4,5,"Aoos_2016","spring"
"36687","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-03T05:00:00Z",27.32817,23.448,3839079,1959.357,1147.266,2607.377,0,1721.97018700169,6595.87893993853,6,0,3,2016-04-03 05:00:00,2016,4,5,"Aoos_2016","spring"
"36700","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-04T05:00:00Z",29.34683,24.6655,3636645,1906.999,1346.505,2753.764,0.0188305643358304,1965.65178414825,6846.30136347359,6,0.00313842738930506,4,2016-04-04 05:00:00,2016,4,5,"Aoos_2016","spring"
"36711","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-05T05:00:00Z",30.86183,25.708,3504174,1871.944,1492.449,2880.642,0.0170618754265284,2156.97263627994,7047.93972406286,6,0.0028436459044214,5,2016-04-05 05:00:00,2016,4,5,"Aoos_2016","spring"
"36724","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-06T02:00:00Z",32.58146,27.3923,3259818,1805.497,1649.573,3083.821,1.0225133084312,2407.50677499741,7310.25819795531,3,0.340837769477067,6,2016-04-06 02:00:00,2016,4,2,"Aoos_2016","spring"
"36736","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-07T05:00:00Z",32.22383,29.83933,2454601,1566.717,1587.773,3354.428,0.134473428877938,2561.22606141324,7585.6091860929,6,0.022412238146323,7,2016-04-07 05:00:00,2016,4,5,"Aoos_2016","spring"
"36748","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-08T05:00:00Z",33.9715,30.35917,2690547,1640.289,1751.772,3430.981,0.181343314861455,2723.87080851173,7824.514121491,6,0.0302238858102424,8,2016-04-08 05:00:00,2016,4,5,"Aoos_2016","spring"
"36758","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-09T05:00:00Z",35.384,31.75317,2684905,1638.568,1868.662,3604.68,0.0161067232840086,2927.30000778269,8032.8314967312,6,0.0026844538806681,9,2016-04-09 05:00:00,2016,4,5,"Aoos_2016","spring"
"36769","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-10T05:00:00Z",35.73383,32.83233,2536727,1592.71,1885.222,3730.583,0.744508981533127,3031.85247450908,8161.68951264224,6,0.124084830255521,10,2016-04-10 05:00:00,2016,4,5,"Aoos_2016","spring"
"36778","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-11T05:00:00Z",36.66317,34.59167,2448010,1564.612,1942.658,3941.399,0.0177494267118534,3227.86644605355,8379.89822715097,6,0.00295823778530891,11,2016-04-11 05:00:00,2016,4,5,"Aoos_2016","spring"
"36789","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-12T05:00:00Z",36.784,36.5225,2205075,1484.949,1918.257,4159.893,0.0485937387189866,3385.85876238865,8620.15994585453,6,0.00809895645316443,12,2016-04-12 05:00:00,2016,4,5,"Aoos_2016","spring"
"36799","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-13T05:00:00Z",35.971,36.4115,2016001,1419.859,1846.706,4135.424,0,3326.51971593556,8706.81730049087,6,0,13,2016-04-13 05:00:00,2016,4,5,"Aoos_2016","spring"
"36809","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-14T02:00:00Z",35.02132,37.29084,1702018,1304.614,1746.046,4220.576,1.88236764902796,3342.47861561835,8890.23041989137,5,0.376473529805592,14,2016-04-14 02:00:00,2016,4,2,"Aoos_2016","spring"
"36819","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-15T04:00:00Z",32.75167,38.00487,1180323,1086.427,1533.43,4272.132,16.7113564549193,3280.3068078607,9145.02100235605,5,3.34227129098386,15,2016-04-15 04:00:00,2016,4,4,"Aoos_2016","spring"
"36832","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-16T07:00:00Z",32.3945,39.27367,1049038,1024.225,1484.128,4409.549,0.0341630070703177,3377.68136605826,9358.72601010124,8,0.00427037588378972,16,2016-04-16 07:00:00,2016,4,7,"Aoos_2016","spring"
"36840","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-17T03:00:00Z",29.40878,40.27465,572329.7,756.5248,1215.307,4492.307,0.646147561788196,3340.84730291194,9638.56590884156,4,0.161536890447049,17,2016-04-17 03:00:00,2016,4,3,"Aoos_2016","spring"
"36848","Aoos_2016_spring","oppel-balkans",118154,"Aoos","2016-04-18T07:00:00Z",27.21217,40.95233,328485.8,573.1368,1022.974,4552.087,0.268881305794276,3328.0432509562,9850.76041496865,8,0.0336101632242845,18,2016-04-18 07:00:00,2016,4,7,"Aoos_2016","spring"
"36853","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-04T00:00:00Z",43.68417,40.06133,130.0309,11.40311,2442.311,4689.318,0.0332913525261325,10.9010010029644,142.075625991557,2,0.0166456762630663,4,2012-09-04 00:00:00,2012,9,0,"Aras_2012","fall"
"36855","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-06T02:00:00Z",44.81467,38.54733,46084.91,214.674,2587.455,4545.92,194.707241900885,204.503934825475,337.171220375723,30,6.49024139669616,6,2012-09-06 02:00:00,2012,9,2,"Aras_2012","fall"
"36866","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-07T00:00:00Z",43.482,36.97783,133845.4,365.8488,2514.412,4337.372,0.0151363737722745,349.121040890145,569.661035322047,2,0.00756818688613724,7,2012-09-07 00:00:00,2012,9,0,"Aras_2012","fall"
"36877","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-08T00:00:00Z",43.263,36.801,149978.1,387.2701,2499.463,4312.459,0,369.691895294627,674.618927589412,2,0,8,2012-09-08 00:00:00,2012,9,0,"Aras_2012","fall"
"36878","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-10T02:00:00Z",39.33883,38.09933,199715.2,446.8951,2114.221,4379.372,375.897164348404,430.269165162773,1050.51609193782,50,7.51794328696809,10,2012-09-10 02:00:00,2012,9,2,"Aras_2012","fall"
"36884","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-11T08:00:00Z",38.5715,35.12033,543141.8,736.9816,2109.43,4031.046,7.26583057685219,709.607504698685,1402.54048375505,14,0.518987898346585,11,2012-09-11 08:00:00,2012,9,8,"Aras_2012","fall"
"36892","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-12T00:00:00Z",38.38267,33.26133,858175.8,926.3778,2128.833,3818.345,0.0158400485587949,891.581098509676,1621.09979433678,2,0.00792002427939744,12,2012-09-12 00:00:00,2012,9,0,"Aras_2012","fall"
"36904","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-13T00:00:00Z",38.08967,31.42133,1271587,1127.647,2135.245,3605.826,0,1085.10119464514,1860.59200602203,2,0,13,2012-09-13 00:00:00,2012,9,0,"Aras_2012","fall"
"36917","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-14T07:00:00Z",36.59617,29.72017,1866356,1366.146,2017.924,3391.834,0.0554241113159212,1317.70987428233,2108.38028205692,8,0.00692801391449015,14,2012-09-14 07:00:00,2012,9,7,"Aras_2012","fall"
"36926","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-15T01:00:00Z",35.8595,27.71917,2573175,1604.112,1974.178,3156.328,0,1548.50179382177,2343.06829105923,2,0,15,2012-09-15 01:00:00,2012,9,1,"Aras_2012","fall"
"36935","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-16T07:00:00Z",36.39417,26.65133,2878428,1696.593,2043.131,3042.305,0.0576438112455943,1635.4648164902,2477.3961253686,8,0.00720547640569929,16,2012-09-16 07:00:00,2012,9,7,"Aras_2012","fall"
"36944","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-17T00:00:00Z",38.16883,24.48483,3544385,1882.654,2256.968,2819.258,0.24281908139033,1806.50306516621,2779.26076198984,2,0.121409540695165,17,2012-09-17 00:00:00,2012,9,0,"Aras_2012","fall"
"36955","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-18T00:00:00Z",39.72683,22.30817,4421342,2102.699,2453.676,2591.19,0.0383414140761179,2008.46314936991,3074.10836111782,4,0.00958535351902948,18,2012-09-18 00:00:00,2012,9,0,"Aras_2012","fall"
"36967","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-19T00:00:00Z",40.73117,20.078,5531593,2351.934,2594.841,2347.498,0,2238.65963084783,3358.35748213407,2,0,19,2012-09-19 00:00:00,2012,9,0,"Aras_2012","fall"
"36979","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-20T00:00:00Z",41.73833,18.7995,6242005,2498.401,2724.122,2212.533,0.0188171816900119,2370.20432965154,3551.03589104207,2,0.00940859084500597,20,2012-09-20 00:00:00,2012,9,0,"Aras_2012","fall"
"36991","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-21T00:00:00Z",42.356,17.584,6981651,2642.281,2810.22,2078.73,0,2500.92351342656,3705.30090334504,2,0,21,2012-09-21 00:00:00,2012,9,0,"Aras_2012","fall"
"37003","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-22T00:00:00Z",43.16983,16.0815,7975433,2824.081,2922.822,1912.706,0,2664.70376752493,3898.71308305423,2,0,22,2012-09-22 00:00:00,2012,9,0,"Aras_2012","fall"
"37009","Aras_2012_fall","buechley-mideast",118176,"Aras","2012-09-23T00:00:00Z",43.1085,15.05967,8671532,2944.747,2928.99,1791.302,93.2367824825443,2777.8557961094,4012.33588918772,14,6.65977017732459,23,2012-09-23 00:00:00,2012,9,0,"Aras_2012","fall"
"37021","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-20T05:00:00Z",25.881,41.64133,0.1512712,0.388936,906.5529,4621.476,0.0333527943288791,0.387827651143333,1249.89033705297,6,0.00555879905481319,20,2012-09-20 05:00:00,2012,9,5,"Arda_2012","fall"
"37027","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-21T05:00:00Z",26.18667,41.11033,4194.669,64.76626,935.5598,4563.986,0.0585630804749948,64.6507770796896,1326.46225465595,6,0.00976051341249913,21,2012-09-21 05:00:00,2012,9,5,"Arda_2012","fall"
"37033","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-22T05:00:00Z",27.2775,40.7395,23983.89,154.8673,1030.178,4528.836,0,154.510108125861,1454.61272087841,6,0,22,2012-09-22 05:00:00,2012,9,5,"Arda_2012","fall"
"37043","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-23T05:00:00Z",30.50033,40.16833,180009.4,424.2751,1309.568,4489.952,0,422.451602776251,1785.09301170493,6,0,23,2012-09-23 05:00:00,2012,9,5,"Arda_2012","fall"
"37053","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-24T05:00:00Z",32.26833,39.4275,357542.8,597.9488,1471.039,4425.298,0,594.521668488916,1963.12386492835,6,0,24,2012-09-24 05:00:00,2012,9,5,"Arda_2012","fall"
"37066","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-25T05:00:00Z",32.4095,37.40283,543189.6,737.014,1511.531,4201.202,0,732.498800875392,2547.81518891339,6,0,25,2012-09-25 05:00:00,2012,9,5,"Arda_2012","fall"
"37074","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-26T05:00:00Z",34.04733,36.49283,838572.3,915.7359,1671.496,4118.742,0,908.591822716125,2740.5510514155,6,0,26,2012-09-26 05:00:00,2012,9,5,"Arda_2012","fall"
"37084","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-27T02:00:00Z",36.974,36.384,1289765,1135.678,1938.094,4147.273,26.2606709489125,1123.15170305637,3079.04281652975,3,8.75355698297082,27,2012-09-27 02:00:00,2012,9,2,"Arda_2012","fall"
"37092","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-28T04:00:00Z",36.956,34.671,1573107,1254.235,1968.418,3954.689,59.3667266679713,1239.88899045197,3386.21725630135,5,11.8733453335943,28,2012-09-28 04:00:00,2012,9,4,"Arda_2012","fall"
"37102","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-29T05:00:00Z",36.0435,34.27467,1494232,1222.388,1890.53,3896.848,0.094435111891186,1209.64681808633,3521.95851062453,6,0.0157391853151977,29,2012-09-29 05:00:00,2012,9,5,"Arda_2012","fall"
"37111","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-09-30T04:00:00Z",36.132,34.29,1505713,1227.075,1898.516,3899.822,9.39891136173757,1214.15984381741,3537.40442882304,5,1.87978227234751,30,2012-09-30 04:00:00,2012,9,4,"Arda_2012","fall"
"37123","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-01T05:00:00Z",36.03733,34.2245,1503102,1226.01,1890.807,3891.129,0,1213.22689787005,3588.68983567468,6,0,1,2012-10-01 05:00:00,2012,10,5,"Arda_2012","fall"
"37135","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-02T05:00:00Z",36.03717,34.2225,1503471,1226.161,1890.826,3890.902,0.0147429159163215,1213.3754461794,3665.23766158059,6,0.00245715265272025,2,2012-10-02 05:00:00,2012,10,5,"Arda_2012","fall"
"37144","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-03T05:00:00Z",35.82533,33.914,1531260,1237.441,1876.209,3853.313,0,1224.76670013535,3710.97867603208,6,0,3,2012-10-03 05:00:00,2012,10,5,"Arda_2012","fall"
"37153","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-04T02:00:00Z",35.844,33.909,1535281,1239.064,1878.04,3853.01,1.93618889700735,1226.34451352292,3716.72016281327,3,0.645396299002449,4,2012-10-04 02:00:00,2012,10,2,"Arda_2012","fall"
"37164","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-05T05:00:00Z",35.886,33.922,1539381,1240.718,1881.755,3855.051,0,1227.92194739233,3733.24655866454,6,0,5,2012-10-05 05:00:00,2012,10,5,"Arda_2012","fall"
"37176","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-06T02:00:00Z",35.138,31.831,1902212,1379.207,1843.883,3610.263,8.25173990455082,1365.62480542433,3991.8711226096,3,2.75057996818361,6,2012-10-06 02:00:00,2012,10,2,"Arda_2012","fall"
"37188","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-07T03:00:00Z",33.15,29.746,2206609,1485.466,1679.306,3353.276,1.73957962662247,1473.70758279054,4297.53437569926,4,0.434894906655616,7,2012-10-07 03:00:00,2012,10,3,"Arda_2012","fall"
"37202","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-08T05:00:00Z",31.87183,28.70233,2388351,1545.429,1565.391,3223.928,0.0166118557333005,1535.07919410473,4529.80827135514,6,0.00276864262221674,8,2012-10-08 05:00:00,2012,10,5,"Arda_2012","fall"
"37213","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-09T05:00:00Z",32.28933,25.5785,3577281,1891.37,1638.454,2877.852,0.0381311318927363,1877.20220442289,4882.60585211436,6,0.00635518864878938,9,2012-10-09 05:00:00,2012,10,5,"Arda_2012","fall"
"37227","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-10T05:00:00Z",31.2605,23.18383,4501795,2121.743,1553.993,2601.296,0.0177194497531323,2107.70890109418,5179.85561041301,6,0.00295324162552206,10,2012-10-10 05:00:00,2012,10,5,"Arda_2012","fall"
"37238","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-11T05:00:00Z",30.6205,21.05983,5475085,2339.89,1502.968,2359.226,0.0405843076902881,2325.57789293065,5426.51825212432,6,0.00676405128171468,11,2012-10-11 05:00:00,2012,10,5,"Arda_2012","fall"
"37249","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-12T05:00:00Z",28.6715,18.2475,6858339,2618.843,1312.951,2034.683,0,2607.32185724241,5825.32827420538,6,0,12,2012-10-12 05:00:00,2012,10,5,"Arda_2012","fall"
"37260","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-13T03:00:00Z",26.575,15.991,8135039,2852.199,1097.31,1775.964,0.0918461376789388,2844.24545739719,6163.77656662313,4,0.0229615344197347,13,2012-10-13 03:00:00,2012,10,3,"Arda_2012","fall"
"37273","Arda_2012_fall","oppel-balkans",118147,"Arda","2012-10-14T02:00:00Z",26.068,14.751,8928650,2988.085,1046.097,1636.947,0.347930920257539,2980.72238265777,6372.55083573127,3,0.11597697341918,14,2012-10-14 02:00:00,2012,10,2,"Arda_2012","fall"
"37285","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-22T00:00:00Z",43.68973,40.06114,5.646393,2.376214,2442.796,4689.426,0.00682540799563707,169.279902854946,3384.88746947952,1,0.00682540799563707,22,2013-08-22 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37309","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-23T00:00:00Z",42.2358,38.83431,37107.65,192.6335,2351.527,4519.2,0.016842353704806,319.210871166833,3626.03796970828,1,0.016842353704806,23,2013-08-23 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37333","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-24T00:00:00Z",41.97467,37.91086,86160.51,293.5311,2353.302,4409.774,0.024846959979002,423.928744430167,3746.63580325804,1,0.024846959979002,24,2013-08-24 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37356","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-25T00:00:00Z",41.97472,37.91086,86159.25,293.529,2353.306,4409.775,0.00351754586067174,423.927516542324,3754.61843236907,1,0.00351754586067174,25,2013-08-25 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37380","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-26T00:00:00Z",42.00162,37.87427,87587.4,295.9517,2356.678,4406.221,0.0073803405773041,427.179578919927,3782.30352430549,1,0.0073803405773041,26,2013-08-26 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37404","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-27T00:00:00Z",41.8094,36.35265,214884.1,463.5559,2378.883,4230.611,0.0262642837460499,595.084214532318,3978.87062388058,1,0.0262642837460499,27,2013-08-27 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37427","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-28T00:00:00Z",41.77728,36.33717,217423.1,466.2865,2376.342,4228.202,0.15540091507968,597.404432324778,4096.84161634196,2,0.07770045753984,28,2013-08-28 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37450","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-29T00:00:00Z",40.97994,34.94898,413598.2,643.116,2336.759,4055.36,0.590609495378873,764.468683831843,4367.50008149504,1,0.590609495378873,29,2013-08-29 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37474","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-30T00:00:00Z",41.54184,32.9533,722587.3,850.0513,2436.519,3840.011,0.00145059857336189,970.104347731377,4598.83268233768,1,0.00145059857336189,30,2013-08-30 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37498","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-08-31T00:00:00Z",40.04594,31.21932,1167582,1080.547,2329.477,3615.225,0,1186.78876202444,4841.46368417677,1,0,31,2013-08-31 00:00:00,2013,8,0,"Ardahan_2013","fall"
"37522","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-01T00:00:00Z",40.30413,27.28093,2309133,1519.583,2431.609,3170.496,0.00297021287680003,1609.90702360048,5287.19895794402,1,0.00297021287680003,1,2013-09-01 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37546","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-02T00:00:00Z",41.15543,24.95411,3157576,1776.957,2562.036,2917.257,0.00332316970203071,1854.34630786579,5572.47797641105,1,0.00332316970203071,2,2013-09-02 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37570","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-03T00:00:00Z",39.57644,22.11003,4510110,2123.702,2440.483,2566.351,0.00755465302596927,2187.17449321719,5938.46271797095,1,0.00755465302596927,3,2013-09-03 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37594","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-04T00:00:00Z",40.39621,20.49674,5296086,2301.323,2552.293,2391.447,0.00152112395030626,2353.43077954923,6164.08574397576,1,0.00152112395030626,4,2013-09-04 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37618","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-05T00:00:00Z",41.55012,18.92856,6144408,2478.792,2701.405,2225.03,0.0124041646021975,2516.08168932552,6387.0014839907,1,0.0124041646021975,5,2013-09-05 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37642","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-06T00:00:00Z",42.48794,17.62309,6933371,2633.13,2824.51,2085.075,0.00348575135741317,2655.88727963739,6578.61504305378,1,0.00348575135741317,6,2013-09-06 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37666","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-07T00:00:00Z",43.01586,16.33036,7775378,2788.437,2901.951,1940.063,0.00213713566157813,2797.77973471031,6740.71568801075,1,0.00213713566157813,7,2013-09-07 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37690","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-08T01:00:00Z",43.68213,14.11419,9343651,3056.739,3006.764,1686.222,0.00309196800906013,3042.89384687859,7015.44724647717,2,0.00154598400453007,8,2013-09-08 01:00:00,2013,9,1,"Ardahan_2013","fall"
"37712","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-09T00:00:00Z",43.52693,12.74448,10355655,3218.02,3004.469,1521.836,0.0024646746133195,3194.32767810911,7181.21132614096,1,0.0024646746133195,9,2013-09-09 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37736","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-10T00:00:00Z",43.43641,12.64938,10422805,3228.437,2994.943,1509.581,0.0011062671866482,3204.82461530372,7217.14107359769,1,0.0011062671866482,10,2013-09-10 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37751","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-11T12:00:00Z",42.22561,11.80534,11017451,3319.255,2862.507,1397.734,117.480758586112,3300.15693596305,7381.43276952629,22,5.34003448118689,11,2013-09-11 12:00:00,2013,9,12,"Ardahan_2013","fall"
"37763","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-12T00:00:00Z",42.25187,11.7558,11057343,3325.258,2866.023,1392.133,0.00832040930616277,3305.54718997865,7408.74591002028,1,0.00832040930616277,12,2013-09-12 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37787","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-13T00:00:00Z",42.15617,11.85067,10979412,3313.52,2854.017,1402.437,0.012541669586599,3295.38576788628,7434.27998383537,1,0.012541669586599,13,2013-09-13 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37801","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-14T11:00:00Z",41.27734,11.84116,10965092,3311.358,2752.332,1393.41,71.656401181791,3300.68335970669,7549.42983489968,21,3.41220958008528,14,2013-09-14 11:00:00,2013,9,11,"Ardahan_2013","fall"
"37814","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-15T00:00:00Z",41.18372,11.89641,10920906,3304.679,2741.032,1399.067,0.00310518793365818,3295.16511947197,7601.82380225159,1,0.00310518793365818,15,2013-09-15 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37837","Ardahan_2013_fall","buechley-mideast",210,"Ardahan","2013-09-16T00:00:00Z",40.67318,10.63543,11916361,3452.008,2692.502,1247.255,0.00765937716137588,3437.92841570494,7767.59155672174,2,0.00382968858068794,16,2013-09-16 00:00:00,2013,9,0,"Ardahan_2013","fall"
"37851","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-10T00:00:00Z",40.68311,10.59117,11952264,3457.205,2693.992,1242.154,0.00245232098490785,132.487300146449,4265.11674336042,2,0.00122616049245393,10,2014-04-10 00:00:00,2014,4,0,"Ardahan_2014","spring"
"37873","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-11T00:00:00Z",41.01082,13.22547,9912687,3148.442,2708.762,1553.06,0.00790306595790237,425.257287599734,4575.470662565,1,0.00790306595790237,11,2014-04-11 00:00:00,2014,4,0,"Ardahan_2014","spring"
"37896","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-12T00:00:00Z",42.25166,13.00576,10096848,3177.554,2853.701,1539.479,0.00154942243790662,434.09439397158,4796.39309149509,1,0.00154942243790662,12,2014-04-12 00:00:00,2014,4,0,"Ardahan_2014","spring"
"37910","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-13T12:00:00Z",43.31465,12.05318,10877434,3298.096,2986.971,1437.545,46.1773272538267,410.431350081584,4972.0495712565,21,2.19892034542032,13,2014-04-13 12:00:00,2014,4,12,"Ardahan_2014","spring"
"37922","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-14T00:00:00Z",42.17596,12.50402,10474587,3236.447,2850.017,1479.619,0,380.094186630831,5133.25589579566,1,0,14,2014-04-14 00:00:00,2014,4,0,"Ardahan_2014","spring"
"37946","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-15T00:00:00Z",40.51499,14.12798,9261220,3043.225,2643.22,1653.587,0.00445841605974152,524.115471958636,5419.5231683413,1,0.00445841605974152,15,2014-04-15 00:00:00,2014,4,0,"Ardahan_2014","spring"
"37969","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-16T00:00:00Z",39.23035,15.49166,8359192,2891.227,2484.365,1799.159,0.0232024393720713,693.218333646455,5646.03262570337,2,0.0116012196860356,16,2014-04-16 00:00:00,2014,4,0,"Ardahan_2014","spring"
"37991","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-17T00:00:00Z",37.33253,18.14632,6821498,2611.8,2246.803,2085.446,0.00477658066734657,1034.39064952469,6053.8703461703,1,0.00477658066734657,17,2014-04-17 00:00:00,2014,4,0,"Ardahan_2014","spring"
"38015","Ardahan_2014_spring","buechley-mideast",210,"Ardahan","2014-04-18T00:00:00Z",36.32154,19.89389,5937743,2436.748,2118.717,2274.645,0.00761914361158256,1253.56111516455,6284.97420466181,1,0.00761914361158256,18,2014-04-18 00:00:00,2014,4,0,"Ardahan_2014","spring"
